title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
"Trains, Cars, & Airplanes",2015,N/A,30 min,N/A,N/A,N/A,N/A,"Three revolutionary modes of transportation that forever altered the way we live, work, and play.",N/A,N/A,N/A,6.0,6,tt5066928,N/A
Episode #24.3,2015,TV-14,60 min,Sport,N/A,N/A,"Joe Anoa'i, Jason Ayers, Miroslav Barnyashev, Stu Bennett",N/A,N/A,N/A,N/A,N/A,N/A,tt5067082,N/A
Luchshe ne byvaet,2015–,N/A,N/A,N/A,N/A,N/A,"Irina Pegova, Mikhail Trukhin, Marina Konyashkina",N/A,Russian,Russia,N/A,N/A,6,tt5067106,N/A
El nudista,2015,N/A,18 min,"Short, Drama",Alejandro P. Waudby,"Lambe J. Ruiz, Alejandro P. Waudby","Leo Aguilar, Emilio Címbora, Alicia Fernández","Raul looks absorbed at a naked couple at the beach. When he was just 10 years old, stripped of all kind of prejudice, he understands the relationship between human body and nature. The taboo that nudity represents is a big burden for Raul, who must get rid of the vision that has taunted him in order to achieve his goal: to be nude.",Spanish,Spain,N/A,6.5,32,tt5067144,N/A
Mel-Un,2016,N/A,N/A,Horror,Mustafa Kara,Zafer Kaya,"Fevzi Altunbulak, Ayse Kurc, Zehra Ozarslan",The peaceful life of a small village is threatened when a girl becomes possessed by an ancient demon.,Turkish,Turkey,N/A,2.3,114,tt5067168,N/A
Man's World,2015,N/A,N/A,Comedy,N/A,N/A,"Gaurav Pandey, Gurpreet Saini, Nivedita Shukla","What if women treated men, the way men treat women? Kiran believes the world is really unfair to men. Fed up, he prays for the world to flip and for men and women to interchange places. As they say, be careful what you wish for...",Hindi,India,N/A,7.3,"2,180",tt5067172,N/A
Rosario Dawson & Meek Mill,2015,TV-PG,19 min,"Comedy, Reality-TV",N/A,N/A,"Amberia Allen, Andrew Bachelor, Rosario Dawson","Rosario Dawson parks her brand new car outside of restaurant, only to learn the hard way that street parking isn't as easy as one might think. An ""injured"" child is introduced to Meek Mill through a charity organization, but the c...",N/A,N/A,N/A,N/A,7,tt5067176,N/A
Zemmour & Naulleau,2011–,N/A,N/A,Talk-Show,N/A,N/A,"Eric Zemmour, Eric Naulleau, Anaïs Bouton de Moulins",N/A,French,France,N/A,N/A,12,tt5067180,N/A
Raiders of the Lost Art,2014–,N/A,N/A,"Documentary, Crime, History",N/A,N/A,"Calandra Caldecott, Charles Darwent, Martin Bailey","Throughout history, some of the world's most amazing works of art have simply disappeared. Through re-enactment, rare archive, and expert comment we see how these treasures were looted, stolen or vanished into the archives. Some have been recovered but many more are still waiting to be found",English,United Kingdom,N/A,8.0,192,tt5067190,N/A
Evento Frontera,2015,N/A,52 min,Documentary,Celina Ranz Santana,Celina Ranz Santana,N/A,"The inhabitants of Valderrodilla (Soria, Spain) remember how their village used to be and describe the routine of a place where there barely live thirty people. Speaking about their memories they seem to foretell the future of a place which is gradually forgotten.",Spanish,Spain,N/A,N/A,7,tt5067192,N/A
La Plaza,2016,N/A,13 min,"Short, Comedy",Antonio Cuesta,Antonio Cuesta,"Selu Nieto, María Cabrera, Sebastián Haro","Spain, 2023. Luis Valiente is a bullfighter who suffers a nervous breakdown the day of his debut.",Spanish,Spain,2 wins & 6 nominations,N/A,N/A,tt5067194,N/A
Zapomnim etot den,1968,N/A,94 min,History,Vladimir Korsh-Sablin,"Arkadiy Kuleshov, Maksim Luzhanin","Yuriy Puzyryov, Aleksandr Potapov, Svetlana Makarova",N/A,Russian,Soviet Union,N/A,N/A,N/A,tt5067198,N/A
Episode #1.6,2015,N/A,28 min,"Comedy, Romance",Paul Walker,"Elliott Kerrigan, Andrew Mettam","Nigel Betts, Jonny Dixon, Janine Duvitski","As the families prepare for Judy's birthday party Leo proposes but Judy, thinking that he is joking, turns him down and a crushed Leo tells his mother Judy's secret. This leads to a heart to heart between the two women, a raucous ...",N/A,N/A,N/A,N/A,22,tt5067218,N/A
Hitler: Germany's Fatal Attraction,2015–,N/A,N/A,"Documentary, History, War",N/A,N/A,"Richard John Evans, Jill Stephenson, Ian S. Wood","At the turn of the 20th century Europe is in a state of flux, the perfect conditions for the formation of the most terrifying political organization history has seen, the Nazi's. Hitler: The Rise and Fall tracks the birth, rise and ultimate demise of Hitler and the Nazi Party.",English,United Kingdom,N/A,7.1,58,tt5067240,N/A
"Kelly & Ken, Louise & Jose",2015,N/A,47 min,Reality-TV,"Nicola Bray, Cathy Durbin, Sam Ornbo",N/A,"Kelly Waite, Hayley Leitch, John Thomson",Former beauty queen Kelly helps Ken and his cat. And Louise meets hoarder Jose.,N/A,N/A,N/A,N/A,8,tt5067244,N/A
Stop Search Seize,2015–,N/A,N/A,Documentary,N/A,N/A,N/A,"Join Ireland's border force, coastguard, and the Road Safety authority as they find contraband in airports, stranded sailors and keep dangerous truckers off our roads with the help of Gardai.",English,Ireland,N/A,7.2,49,tt5067282,N/A
Discovering Vivien Leigh,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Wendy Mitchell, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067304,N/A
Double peine 1ère partie,2016,N/A,49 min,"Crime, Drama, Mystery",Jean Luc Herbulot,"Clélia Constantine, Sven Jacquet, Clothilde Jamin, Olivier Dujols, Clothilde Jamin (head writer), Olivier Dujols (head writer), Robert Dannenberg (creator: Der letzte Bulle), Stefan Scheich (creator: Der letzte Bulle)","Sagamore Stévenin, Clément Manuel, Anne Caillon, Mathilde Lebrequier","When Eléonore returns, Falco is forced to pick up the past. An opponent of the police kidnaps an agent: he is looking for vengeance, and leaves no doubt that he is prepared to commit ...",French,France,N/A,7.3,15,tt5067306,N/A
Double peine 2ème partie,2016,N/A,45 min,"Crime, Drama, Mystery",Jean Luc Herbulot,"Clélia Constantine, Sven Jacquet, Clothilde Jamin, Olivier Dujols, Clothilde Jamin (head writer), Olivier Dujols (head writer), Robert Dannenberg (creator: Der letzte Bulle), Stefan Scheich (creator: Der letzte Bulle)","Sagamore Stévenin, Clément Manuel, Alexia Barlier, Anne Caillon",Audrey is not the only victim. Falco must stop the killer before he strikes again. Meanwhile the mysterious Maxime tries to make a friendship with him.,French,France,N/A,7.3,15,tt5067308,N/A
Discovering James Cagney,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067312,N/A
Verigheta,2015,N/A,9 min,"Short, Comedy",Gabriel Achim,"Gabriel Achim, Cosmin Manolache","Mihaela Sirbu, Gabriel Spahiu","A husband gets his ring under a vegetable cooler, in a supermarket. What makes it a memorable day, especially for his wife.",Romanian,Romania,N/A,N/A,10,tt5067314,N/A
Ostatni klaps,2015,N/A,91 min,Comedy,Gerwazy Regula,"Joanna Jodelka, Mariusz Pujszo, Gerwazy Regula","Agnieszka Frykowska, Mariusz Pujszo, Marek Wlodarczyk",N/A,Polish,Poland,N/A,2.9,50,tt5067316,N/A
Criaturas de la tierra,2016,N/A,N/A,"Short, Drama, Fantasy",Juan Rubio,Juan Rubio,"Martin Aslan, Jorge Cabrera, Olivia Delcán",N/A,Spanish,Spain,N/A,N/A,N/A,tt5067332,N/A
Discovering John Wayne,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067334,N/A
Mesta tut tikhie,1967,N/A,80 min,War,Georgi Shchukin,"Georgi Shchukin, Grigori Svirskiy","Sergey Nikonenko, Mikhail Gluzskiy, Nikolai Gritsenko",N/A,Russian,Soviet Union,N/A,6.6,17,tt5067384,N/A
Discovering Charlton Heston,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067392,N/A
Król zycia,2015,N/A,97 min,"Comedy, Drama",Jerzy Zielinski,Fadi Chakkour,"Robert Wieckiewicz, Magdalena Poplawska, Bartlomiej Topa","A comedy about Edward - a father, husband, and corporate employee weighed down by everyday struggles, who discovers the ultimate beauty in life, and becomes a free, happy man. He also shows that the most important things - love, happiness, friendship, and time spent with our loved ones - are free. The story of Edward is an unpretentious, positive film, which proves that happiness is contagious within 800 meters! The happiness is just round the corner.",Polish,Poland,N/A,5.5,438,tt5067398,N/A
Discovering Judy Garland,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067412,N/A
Discovering David Niven,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,Japan,N/A,N/A,N/A,tt5067432,N/A
Discovering Gary Cooper,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067452,N/A
Kaleidoscope,2015–,N/A,N/A,Drama,N/A,Lamont Pierré,"Thomas Mackie, John Andrew Mitchell, Alan Smithee",'Kaleidoscope' is the journey of the quiet and straight-laced Anthony whose forays into amateur pornography leaves him in a constant state of being questioned and forced to label his kaleidoscopic sexual identity to the continued dissatisfaction of the ever-changing people in his life.,English,United States,N/A,N/A,79,tt5067456,N/A
Morskie rasskazy,1967,N/A,71 min,Adventure,"Aleksey Sakharov, Aleksandr Svetlov","Aleksey Sakharov, Aleksandr Svetlov, Boris Zhitkov","Viktor Zadubrovsky, Nikolay Dostal, Lev Durov",N/A,Russian,Soviet Union,N/A,N/A,10,tt5067464,N/A
Discovering Natalie Wood,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067478,N/A
North & South: Deleted Scenes,2011,N/A,12 min,"Short, Drama",N/A,N/A,"Richard Armitage, Brendan Coyle, Daniela Denby-Ashe, William Houston",N/A,N/A,UK,N/A,N/A,N/A,tt5067534,N/A
North & South: Interview with Richard Armitage,2011,N/A,12 min,"Short, Drama",N/A,N/A,Richard Armitage,N/A,N/A,UK,N/A,N/A,N/A,tt5067596,N/A
Hercules and the Eternal Sleep,1963,N/A,6 min,"Animation, Action, Adventure",Joseph Oriolo,"George Kashdan, Jack E. Miller","Gerry Bascombe, Jimmy Tapp",Wilhelmine tricks Helena into giving Hercules the Elixir of Morphine. It puts Hercules into the Eternal Sleep and under Wilhelmine's control. Is this how it all ends?,English,United States,N/A,N/A,9,tt5067610,N/A
Discovering Spencer Tracy,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067620,N/A
Discovering James Mason,2014,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067640,N/A
Lauryn Is Lost,2015,TV-PG,43 min,"Documentary, Crime, Mystery",N/A,N/A,"Lauryn Garrett, Eric Johnson, Mary Nam","In May of 2014, 23-year old Lauryn Garrett from Sequim, WA vanishes after using a borrowed cellphone to call her father and ask for a ride home. Worried for Lauryn's safety, her family ...",N/A,N/A,N/A,8.6,5,tt5067686,N/A
Fractured Journey,2015,TV-14,42 min,"Adventure, Game-Show, Reality-TV",N/A,N/A,"Matt Graham, Joe Teti","Matt and Joe take on one of the most common and deadly scenarios in the wilderness: an injury that requires medical intervention. Caught in a thick jungle, this worst-case becomes a test of will in the struggle to get out alive.",N/A,N/A,N/A,N/A,21,tt5067698,N/A
The Last Straw,2015,TV-14,44 min,"Family, Reality-TV",N/A,Scottie Leah Smyres,"Corey Gamble, Malika Haqq, Caitlyn Jenner","In the season finale, Kourtney tries to keep it together as Scott's behavior spirals out of control, but when he's photographed in France with another woman, Kourtney is not sure how much more she can take. Khloé decides the only ...",English,United States,N/A,N/A,73,tt5067704,N/A
More Girls Than Kody Can Handle?,2015,TV-PG,43 min,Reality-TV,Tim Gibbons,N/A,"Kody Brown, Meri Brown","Kody admits that he relates better to his sons than to his daughters. He does want to improve this, so he decides to take five of his youngest girls off his wives' hands for a few days.",N/A,N/A,N/A,N/A,N/A,tt5067714,N/A
Discovering Paul Newman,2015,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Wendy Mitchell, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067742,N/A
Discovering Lana Turner,2015,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067760,N/A
Kodoku na Oujo,2003,TV-PG,N/A,"Animation, Comedy, Drama",Yoshitaka Fujimoto,"Michiko Yokote, Genki Yoshimura","Asumi Nakata, Hitomi Terakado, Mayumi Asano",N/A,N/A,N/A,N/A,N/A,10,tt5067776,N/A
Tsumetai Kisu,2003,TV-PG,N/A,"Animation, Comedy, Drama",Yoshitaka Fujimoto,N/A,"Asumi Nakata, Hitomi Terakado, Mayumi Asano",N/A,N/A,N/A,N/A,N/A,7,tt5067784,N/A
The Loose Screw/The It,2015,TV-Y7,23 min,"Animation, Adventure, Comedy","Dave Thomas, Eddie Trigueros","Amy Higgins, Craig McCracken, Robin Budd","Jack McBrayer, April Winchell, Keith Ferguson",Wander and Sylvia are caught between helping an old woman in a broken down ship or saving a besieged planet. Peepers plans a comeback for Hater.,N/A,N/A,N/A,N/A,46,tt5067806,N/A
Discovering Tony Curtis,2015,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067814,N/A
Discovering Doris Day,2015,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067844,N/A
Discovering Errol Flynn,2015,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067860,N/A
Discovering Steve McQueen,2015,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067896,N/A
Discovering Sidney Poitier,2015,N/A,N/A,Biography,Lyndy Saville,N/A,"Derek Malcolm, Ian Nathan, Neil Norman",N/A,English,UK,N/A,N/A,N/A,tt5067912,N/A
Fabletown,2018–,N/A,N/A,"Action, Mystery",N/A,N/A,"Emma Van Lare, Jordan O'Neal, Holly Day","A community of fairy tale characters live in hiding from the human world in New York City. But when one Fable's identity is exposed, an old ally must return to face the community's greatest threat.",English,United States,29 wins & 10 nominations,8.3,14,tt5067920,N/A
L'instant infini,2017,N/A,90 min,"Drama, Thriller",Douglas Beer,Douglas Beer,"Jennifer Rihouey, Damien Dorsaz, Mathieu Chardet","Young and pretty Mary believes she's responsible for the death of her little daughter and became a self pleasure addict to keep her mind from reliving the terrible event. Her aloof husband - an unemployed trader - suggests using her addiction to become a money earning cam-girl. At first horrified by what she considers prostitution, Mary soon accepts and confronts people who contribute to destroy her and others who help rebuilding herself.",French,"Switzerland, United States",N/A,7.0,25,tt5067956,N/A
Easy Living,2017,TV-14,80 min,"Comedy, Drama, Thriller",Adam Keleman,Adam Keleman,"Caroline Dhavernas, McCaleb Burnett, Elizabeth Marvel","Sherry, a self-destructive makeup saleswoman, hopes a new man and business venture will provide her a fresh start. After her plans are foiled, she takes control of her life in a dramatic turn of events.",English,United States,4 nominations,4.9,473,tt5067958,N/A
The Cambridge Squatter,2016,N/A,99 min,Drama,Eliane Caffé,"Bruno Campello, Luis Alberto de Abreu, Eliane Caffé","Isam Ahmad Issa, Paulo Américo, Juliane Arguello",Shows the unusual situation of homeless Brazilians movement and refugees that squat together an abandoned building in downtown Sao Paulo. The daily tension caused by the treat of eviction reveals the dramas and joys.,"Portuguese, French, Arabic, Spanish, Lingala, English","Brazil, France, Spain",9 wins & 10 nominations,7.8,580,tt5067984,N/A
Meet Bonnie,2015,TV-14,44 min,"Crime, Drama, Mystery",Stephen Cragg,"Peter Nowalk, Sarah L. Thompson","Viola Davis, Billy Brown, Alfred Enoch","Asher discovers not everything is what it seems when you work for Annalise. Meanwhile, Frank is presented with a situation that hits close to home, and Wes' search to find out more about Rebecca's disappearance culminates into an ...",English,United States,N/A,8.7,2066,tt5068006,N/A
Il marito guardone,1994,N/A,77 min,Adult,Luca Damiano,N/A,"Suzy Cat, Christoph Clark, Mike Foster, Richard Langin",N/A,Italian,Italy,N/A,N/A,N/A,tt5068070,N/A
Samurai Hustle Returns,2016,N/A,119 min,"Action, Comedy, History",Katsuhide Motoki,N/A,"Kuranosuke Sasaki, Kyôko Fukada, Tsuyoshi Ihara","Masaatsu Naito (Kuranosuke Sasaki) successfully completes Sankin-kotai (required ritual to visit the shogun). On his way home, he hears that an insurrection by peasants has taken place in his hometown of Yunagaya. Masaatsu Naito knows that it is a counterattack by Matsudaira. He returns to Yunagaya, but finds that his castle is gone.",Japanese,Japan,N/A,5.5,138,tt5068090,N/A
